Invoice ID,Branch,City,Customer Type,Gender,Product Line,Unit Price,Quantity,Tax 5%,Total,Date,Time,Payment,COGS,Gross Margin %,Rating
16791-B,B,Austin,Member,Female,Food & Beverages,4593.91,4,918.78,19294.42,09/20/2025,18:03:53,E-wallet,18375.64,4.76%,4.5
16792-A,A,New York,Normal,Male,Food & Beverages,2026.98,8,810.79,17026.63,05/22/2025,16:37:11,Cash,16215.84,4.76%,5.4
16793-B,A,New York,Member,Male,Fashion Accessories,1677.6,4,335.52,7045.92,07/11/2025,14:59:32,Credit Card,6710.4,4.76%,4.2
16794-A,B,Austin,Member,Male,Electronic Accessories,9902.53,9,4456.14,93578.91,07/13/2025,13:16:36,E-wallet,89122.77,4.76%,7.8
16795-B,B,Austin,Normal,Male,Sports & Travel,2628.63,9,1182.88,24840.55,08/20/2025,20:02:34,Cash,23657.67,4.76%,6.2
16796-C,A,New York,Member,Female,Fashion Accessories,7811.53,2,781.15,16404.21,02/27/2025,19:28:29,Credit Card,15623.06,4.76%,5.7
16797-A,B,Austin,Member,Female,Home & Lifestyle,7307.09,4,1461.42,30689.78,08/19/2025,15:49:01,E-wallet,29228.36,4.76%,9.9
16798-B,B,Austin,Member,Female,Fashion Accessories,6808.21,5,1702.05,35743.1,05/18/2025,13:21:02,E-wallet,34041.05,4.76%,7.7
16799-C,B,Austin,Normal,Female,Health & Beauty,3347.62,2,334.76,7030.0,07/16/2025,12:18:58,Cash,6695.24,4.76%,6.8
16800-C,A,New York,Member,Female,Electronic Accessories,4297.62,3,644.64,13537.5,10/22/2025,11:15:35,Credit Card,12892.86,4.76%,6.8
16801-B,B,Austin,Member,Male,Fashion Accessories,4288.91,6,1286.67,27020.13,06/27/2025,15:50:22,Credit Card,25733.46,4.76%,9.3
16802-A,C,Chicago,Member,Female,Fashion Accessories,9154.21,8,3661.68,76895.36,06/16/2025,20:43:17,Cash,73233.68,4.76%,6.0
16803-A,C,Chicago,Normal,Female,Electronic Accessories,7767.71,1,388.39,8156.1,04/12/2025,16:46:19,Cash,7767.71,4.76%,8.2
16804-A,B,Austin,Member,Male,Electronic Accessories,2876.76,8,1150.7,24164.78,07/12/2025,11:52:24,Cash,23014.08,4.76%,7.4
16805-B,C,Chicago,Member,Female,Food & Beverages,1281.51,7,448.53,9419.1,05/27/2025,13:22:00,Credit Card,8970.57,4.76%,5.6
16806-C,B,Austin,Normal,Female,Fashion Accessories,9223.45,5,2305.86,48423.11,09/03/2025,17:19:27,Credit Card,46117.25,4.76%,8.7
16807-A,A,New York,Normal,Male,Food & Beverages,1057.8,1,52.89,1110.69,04/08/2025,12:40:46,E-wallet,1057.8,4.76%,5.0
16808-A,A,New York,Normal,Female,Sports & Travel,7596.73,7,2658.86,55835.97,05/10/2025,14:09:28,Credit Card,53177.11,4.76%,4.7
16809-C,A,New York,Normal,Male,Sports & Travel,4843.95,7,1695.38,35603.03,07/08/2025,15:38:39,Cash,33907.65,4.76%,9.7
16810-B,C,Chicago,Normal,Male,Health & Beauty,4619.67,7,1616.88,33954.57,08/04/2025,17:54:21,Cash,32337.69,4.76%,6.7
16811-A,A,New York,Normal,Female,Fashion Accessories,9895.96,9,4453.18,93516.82,10/22/2025,10:05:52,E-wallet,89063.64,4.76%,6.7
16812-B,A,New York,Normal,Female,Food & Beverages,7108.32,3,1066.25,22391.21,01/07/2025,20:37:40,Credit Card,21324.96,4.76%,7.2
16813-A,C,Chicago,Member,Female,Home & Lifestyle,8378.28,10,4189.14,87971.94,01/08/2025,16:26:43,E-wallet,83782.8,4.76%,4.4
16814-A,B,Austin,Member,Male,Health & Beauty,1217.48,10,608.74,12783.54,02/08/2025,20:30:13,Credit Card,12174.8,4.76%,6.9
16815-B,C,Chicago,Member,Male,Sports & Travel,7662.61,1,383.13,8045.74,09/24/2025,9:04:19,Cash,7662.61,4.76%,8.8
16816-A,A,New York,Member,Female,Electronic Accessories,3200.75,3,480.11,10082.36,05/05/2025,15:32:47,Credit Card,9602.25,4.76%,9.2
16817-B,B,Austin,Member,Female,Fashion Accessories,9566.69,6,2870.01,60270.15,09/17/2025,19:15:04,Credit Card,57400.14,4.76%,4.8
16818-B,B,Austin,Normal,Male,Fashion Accessories,4354.21,3,653.13,13715.76,07/21/2025,11:45:47,Credit Card,13062.63,4.76%,7.3
16819-B,C,Chicago,Normal,Female,Electronic Accessories,5653.61,3,848.04,17808.87,04/13/2025,10:19:24,E-wallet,16960.83,4.76%,4.8
16820-C,B,Austin,Normal,Male,Electronic Accessories,4735.13,7,1657.3,34803.21,07/07/2025,12:00:00,Credit Card,33145.91,4.76%,6.9
16821-A,C,Chicago,Normal,Female,Food & Beverages,3306.53,7,1157.29,24303.0,06/26/2025,12:29:56,E-wallet,23145.71,4.76%,5.9
16822-C,C,Chicago,Member,Female,Sports & Travel,5716.8,8,2286.72,48021.12,06/20/2025,15:13:24,E-wallet,45734.4,4.76%,8.7
16823-A,C,Chicago,Member,Male,Electronic Accessories,6069.4,5,1517.35,31864.35,10/31/2025,11:50:50,Credit Card,30347.0,4.76%,9.9
16824-C,A,New York,Normal,Male,Home & Lifestyle,9069.95,4,1813.99,38093.79,03/07/2025,18:07:54,Cash,36279.8,4.76%,5.6
16825-C,C,Chicago,Normal,Female,Electronic Accessories,4187.1,5,1046.78,21982.28,10/11/2025,11:17:54,E-wallet,20935.5,4.76%,8.2
16826-A,C,Chicago,Normal,Male,Fashion Accessories,4704.08,1,235.2,4939.28,06/03/2025,9:16:54,Cash,4704.08,4.76%,7.3
16827-C,B,Austin,Normal,Male,Food & Beverages,6045.96,2,604.6,12696.52,08/29/2025,12:24:03,E-wallet,12091.92,4.76%,9.6
16828-C,C,Chicago,Member,Male,Food & Beverages,2777.62,1,138.88,2916.5,04/07/2025,16:56:37,Cash,2777.62,4.76%,9.1
16829-A,A,New York,Member,Male,Fashion Accessories,4095.15,6,1228.54,25799.44,03/28/2025,13:47:23,Cash,24570.9,4.76%,6.4
16830-C,C,Chicago,Member,Female,Food & Beverages,1577.8,6,473.34,9940.14,09/08/2025,9:35:30,Credit Card,9466.8,4.76%,8.5
16831-A,A,New York,Member,Female,Health & Beauty,1320.05,4,264.01,5544.21,10/27/2025,16:44:35,Cash,5280.2,4.76%,7.8
16832-C,C,Chicago,Member,Male,Food & Beverages,7739.59,2,773.96,16253.14,06/12/2025,13:55:12,E-wallet,15479.18,4.76%,7.6
16833-A,A,New York,Normal,Male,Health & Beauty,3476.85,8,1390.74,29205.54,02/28/2025,18:42:52,E-wallet,27814.8,4.76%,7.5
16834-B,A,New York,Normal,Male,Food & Beverages,2068.3,10,1034.15,21717.15,10/18/2025,18:00:13,Cash,20683.0,4.76%,4.5
16835-C,A,New York,Member,Female,Electronic Accessories,7512.88,3,1126.93,23665.57,01/10/2025,16:05:42,E-wallet,22538.64,4.76%,7.6
16836-B,A,New York,Member,Female,Electronic Accessories,2661.18,3,399.18,8382.72,02/27/2025,9:46:42,E-wallet,7983.54,4.76%,5.6
16837-B,A,New York,Normal,Female,Electronic Accessories,6560.05,7,2296.02,48216.37,07/24/2025,18:08:00,E-wallet,45920.35,4.76%,9.4
16838-A,C,Chicago,Member,Female,Health & Beauty,5149.96,10,2574.98,54074.58,10/22/2025,20:05:08,E-wallet,51499.6,4.76%,5.4
16839-A,C,Chicago,Normal,Male,Home & Lifestyle,9901.78,5,2475.45,51984.35,03/12/2025,12:41:33,Cash,49508.9,4.76%,9.0
16840-B,A,New York,Member,Female,Home & Lifestyle,4195.43,10,2097.72,44052.02,09/22/2025,17:26:03,E-wallet,41954.3,4.76%,5.8
16841-A,A,New York,Normal,Female,Sports & Travel,2417.3,3,362.6,7614.5,05/07/2025,16:03:46,Cash,7251.9,4.76%,4.8
16842-A,C,Chicago,Member,Female,Home & Lifestyle,2800.29,6,840.09,17641.83,04/26/2025,13:32:27,Cash,16801.74,4.76%,6.8
16843-A,A,New York,Member,Female,Home & Lifestyle,4764.64,7,1667.62,35020.1,03/19/2025,19:34:01,Credit Card,33352.48,4.76%,7.2
16844-C,A,New York,Member,Female,Electronic Accessories,2845.55,7,995.94,20914.79,03/15/2025,18:49:02,E-wallet,19918.85,4.76%,5.7
16845-C,A,New York,Member,Male,Electronic Accessories,4245.55,3,636.83,13373.48,02/10/2025,11:37:05,E-wallet,12736.65,4.76%,5.4
16846-C,C,Chicago,Member,Male,Home & Lifestyle,8676.17,4,1735.23,36439.91,01/02/2025,16:39:26,Credit Card,34704.68,4.76%,7.6
16847-B,B,Austin,Normal,Male,Home & Lifestyle,3861.81,10,1930.9,40549.0,04/16/2025,16:03:55,E-wallet,38618.1,4.76%,5.6
16848-B,C,Chicago,Member,Female,Food & Beverages,4997.32,1,249.87,5247.19,08/05/2025,10:03:41,E-wallet,4997.32,4.76%,8.9
16849-A,B,Austin,Member,Female,Food & Beverages,1003.04,1,50.15,1053.19,05/27/2025,15:42:22,Cash,1003.04,4.76%,8.1
16850-C,B,Austin,Normal,Female,Sports & Travel,8266.48,6,2479.94,52078.82,10/30/2025,14:46:03,E-wallet,49598.88,4.76%,4.1
16851-A,C,Chicago,Member,Male,Sports & Travel,8937.09,2,893.71,18767.89,06/20/2025,11:46:42,Cash,17874.18,4.76%,7.6
16852-C,C,Chicago,Normal,Female,Food & Beverages,1783.88,1,89.19,1873.07,07/19/2025,14:30:13,Credit Card,1783.88,4.76%,8.6
16853-C,B,Austin,Normal,Female,Health & Beauty,9761.9,3,1464.28,30749.98,11/08/2025,20:43:46,Credit Card,29285.7,4.76%,5.7
16854-A,C,Chicago,Member,Male,Electronic Accessories,9617.29,6,2885.19,60588.93,01/10/2025,15:07:14,E-wallet,57703.74,4.76%,8.4
16855-C,B,Austin,Member,Female,Electronic Accessories,7256.86,10,3628.43,76197.03,11/04/2025,13:38:59,Credit Card,72568.6,4.76%,6.0
16856-B,B,Austin,Member,Male,Sports & Travel,8503.37,4,1700.67,35714.15,05/06/2025,16:29:05,E-wallet,34013.48,4.76%,4.1
16857-A,C,Chicago,Normal,Female,Sports & Travel,8789.56,6,2636.87,55374.23,09/24/2025,17:37:19,Cash,52737.36,4.76%,6.5
16858-A,B,Austin,Normal,Male,Health & Beauty,8361.64,10,4180.82,87797.22,10/03/2025,17:23:36,Credit Card,83616.4,4.76%,4.7
16859-B,A,New York,Normal,Male,Food & Beverages,5139.93,9,2312.97,48572.34,11/25/2025,14:04:34,E-wallet,46259.37,4.76%,8.6
16860-A,B,Austin,Member,Male,Home & Lifestyle,5066.73,9,2280.03,47880.6,03/15/2025,12:48:22,Cash,45600.57,4.76%,5.5
16861-A,B,Austin,Normal,Female,Fashion Accessories,3510.14,5,877.54,18428.24,08/18/2025,17:33:15,E-wallet,17550.7,4.76%,4.1
16862-B,B,Austin,Normal,Female,Fashion Accessories,5404.33,9,2431.95,51070.92,04/29/2025,12:10:57,E-wallet,48638.97,4.76%,4.9
16863-C,A,New York,Normal,Female,Electronic Accessories,5610.32,2,561.03,11781.67,08/23/2025,12:20:39,E-wallet,11220.64,4.76%,9.7
16864-C,C,Chicago,Member,Male,Home & Lifestyle,7223.73,7,2528.31,53094.42,11/02/2025,17:10:18,Credit Card,50566.11,4.76%,4.6
16865-A,B,Austin,Member,Male,Home & Lifestyle,1253.18,5,313.3,6579.2,10/29/2025,11:07:59,E-wallet,6265.9,4.76%,4.4
16866-A,C,Chicago,Member,Female,Fashion Accessories,5014.96,7,1755.24,36859.96,10/02/2025,15:36:00,Credit Card,35104.72,4.76%,7.9
16867-B,C,Chicago,Normal,Male,Electronic Accessories,1807.08,2,180.71,3794.87,11/12/2025,11:18:31,Credit Card,3614.16,4.76%,4.4
16868-C,A,New York,Member,Female,Sports & Travel,5041.48,8,2016.59,42348.43,07/04/2025,10:17:46,E-wallet,40331.84,4.76%,5.9
16869-B,C,Chicago,Normal,Male,Home & Lifestyle,3286.88,8,1314.75,27609.79,11/22/2025,19:47:00,Cash,26295.04,4.76%,8.4
16870-A,C,Chicago,Member,Male,Food & Beverages,6627.95,2,662.8,13918.7,10/21/2025,18:37:29,Cash,13255.9,4.76%,4.5
16871-A,A,New York,Normal,Male,Home & Lifestyle,7039.74,1,351.99,7391.73,03/10/2025,19:58:03,E-wallet,7039.74,4.76%,4.2
16872-B,C,Chicago,Normal,Male,Fashion Accessories,1153.89,4,230.78,4846.34,09/21/2025,11:21:58,Credit Card,4615.56,4.76%,5.3
16873-C,B,Austin,Member,Male,Home & Lifestyle,1011.75,8,404.7,8498.7,04/08/2025,14:53:02,Credit Card,8094.0,4.76%,4.1
16874-C,B,Austin,Member,Female,Food & Beverages,4502.23,10,2251.12,47273.42,08/22/2025,17:25:21,Cash,45022.3,4.76%,7.2
16875-C,C,Chicago,Normal,Male,Food & Beverages,5007.52,7,1752.63,36805.27,08/31/2025,11:21:56,E-wallet,35052.64,4.76%,5.8
16876-B,C,Chicago,Normal,Male,Food & Beverages,3424.44,2,342.44,7191.32,06/24/2025,11:39:59,Credit Card,6848.88,4.76%,6.2
16877-A,C,Chicago,Normal,Male,Food & Beverages,1425.87,2,142.59,2994.33,02/19/2025,12:34:11,Cash,2851.74,4.76%,5.5
16878-B,C,Chicago,Member,Female,Food & Beverages,3132.62,4,626.52,13157.0,09/27/2025,12:57:58,E-wallet,12530.48,4.76%,8.4
16879-A,B,Austin,Member,Male,Fashion Accessories,4656.51,6,1396.95,29336.01,05/03/2025,10:40:53,Credit Card,27939.06,4.76%,5.3
16880-C,A,New York,Member,Female,Health & Beauty,9931.8,6,2979.54,62570.34,07/02/2025,16:49:36,Credit Card,59590.8,4.76%,8.0
16881-B,C,Chicago,Member,Male,Home & Lifestyle,4367.95,4,873.59,18345.39,11/28/2025,12:01:19,Cash,17471.8,4.76%,4.6
16882-A,A,New York,Member,Female,Food & Beverages,9152.41,7,3203.34,67270.21,10/23/2025,18:43:46,Credit Card,64066.87,4.76%,5.2
16883-B,C,Chicago,Member,Male,Electronic Accessories,4763.54,2,476.35,10003.43,10/12/2025,17:03:11,Cash,9527.08,4.76%,7.6
16884-C,B,Austin,Member,Male,Electronic Accessories,6989.45,3,1048.42,22016.77,11/13/2025,19:41:42,Cash,20968.35,4.76%,7.3
16885-A,B,Austin,Normal,Female,Home & Lifestyle,1728.02,9,777.61,16329.79,11/19/2025,12:34:27,E-wallet,15552.18,4.76%,9.5
16886-A,B,Austin,Member,Male,Fashion Accessories,1098.36,5,274.59,5766.39,11/23/2025,9:22:53,E-wallet,5491.8,4.76%,6.7
16887-B,A,New York,Normal,Male,Food & Beverages,1759.13,1,87.96,1847.09,10/16/2025,16:33:32,Credit Card,1759.13,4.76%,5.8
16888-B,B,Austin,Normal,Male,Sports & Travel,4873.96,5,1218.49,25588.29,06/15/2025,10:20:21,Credit Card,24369.8,4.76%,4.4
16889-A,A,New York,Member,Female,Health & Beauty,6640.56,2,664.06,13945.18,06/24/2025,19:43:38,E-wallet,13281.12,4.76%,6.5
16890-C,A,New York,Normal,Male,Food & Beverages,5413.11,8,2165.24,45470.12,08/21/2025,16:45:36,Credit Card,43304.88,4.76%,4.7
16891-C,B,Austin,Member,Male,Home & Lifestyle,5083.16,9,2287.42,48035.86,08/11/2025,20:49:21,Cash,45748.44,4.76%,6.1
16892-B,C,Chicago,Member,Female,Electronic Accessories,8336.09,6,2500.83,52517.37,04/10/2025,13:34:35,Credit Card,50016.54,4.76%,8.2
16893-C,C,Chicago,Normal,Female,Sports & Travel,7633.48,7,2671.72,56106.08,10/12/2025,15:13:56,Cash,53434.36,4.76%,4.0
16894-A,B,Austin,Normal,Female,Sports & Travel,9226.73,5,2306.68,48440.33,01/14/2025,18:36:14,Credit Card,46133.65,4.76%,6.9
16895-B,B,Austin,Normal,Male,Electronic Accessories,5002.96,1,250.15,5253.11,06/30/2025,18:41:27,Credit Card,5002.96,4.76%,6.1
16896-A,C,Chicago,Normal,Male,Health & Beauty,3491.79,8,1396.72,29331.04,04/05/2025,9:49:35,Cash,27934.32,4.76%,5.8
16897-B,B,Austin,Member,Male,Home & Lifestyle,2936.57,1,146.83,3083.4,07/17/2025,20:14:03,Credit Card,2936.57,4.76%,9.2
16898-C,A,New York,Normal,Female,Fashion Accessories,3831.82,10,1915.91,40234.11,07/13/2025,15:44:27,E-wallet,38318.2,4.76%,5.3
16899-C,B,Austin,Member,Female,Fashion Accessories,6346.5,10,3173.25,66638.25,01/26/2025,12:12:00,Cash,63465.0,4.76%,9.0
16900-B,C,Chicago,Member,Female,Fashion Accessories,3603.21,9,1621.44,34050.33,06/03/2025,15:28:01,Credit Card,32428.89,4.76%,6.3
16901-C,A,New York,Member,Male,Sports & Travel,1620.75,6,486.22,10210.72,08/08/2025,11:54:49,Credit Card,9724.5,4.76%,4.6
16902-B,A,New York,Member,Female,Food & Beverages,7564.13,6,2269.24,47654.02,06/19/2025,19:38:16,Cash,45384.78,4.76%,6.8
16903-A,C,Chicago,Normal,Female,Sports & Travel,8504.25,1,425.21,8929.46,04/22/2025,14:33:56,Cash,8504.25,4.76%,8.7
16904-C,C,Chicago,Member,Female,Fashion Accessories,5066.59,5,1266.65,26599.6,04/01/2025,17:30:53,E-wallet,25332.95,4.76%,10.0
16905-B,C,Chicago,Normal,Female,Fashion Accessories,6743.16,5,1685.79,35401.59,10/04/2025,10:11:14,E-wallet,33715.8,4.76%,9.2
16906-A,A,New York,Member,Female,Food & Beverages,1875.97,6,562.79,11818.61,08/12/2025,10:02:18,E-wallet,11255.82,4.76%,9.4
16907-B,B,Austin,Member,Male,Sports & Travel,4957.7,5,1239.43,26027.93,09/22/2025,14:22:37,Cash,24788.5,4.76%,7.3
16908-C,A,New York,Normal,Female,Fashion Accessories,2430.65,5,607.66,12760.91,09/17/2025,18:30:37,Credit Card,12153.25,4.76%,7.0
16909-A,A,New York,Member,Male,Home & Lifestyle,4718.98,6,1415.69,29729.57,04/26/2025,17:23:49,E-wallet,28313.88,4.76%,6.0
16910-B,A,New York,Member,Female,Home & Lifestyle,4368.35,9,1965.76,41280.91,06/14/2025,9:23:37,Cash,39315.15,4.76%,6.6
16911-B,B,Austin,Normal,Female,Food & Beverages,8839.43,3,1325.91,27844.2,08/16/2025,18:00:36,Credit Card,26518.29,4.76%,5.0
16912-C,C,Chicago,Normal,Male,Sports & Travel,3819.76,3,572.96,12032.24,09/27/2025,10:34:22,E-wallet,11459.28,4.76%,9.2
16913-B,B,Austin,Normal,Male,Food & Beverages,7286.97,4,1457.39,30605.27,10/30/2025,11:01:19,Cash,29147.88,4.76%,4.6
16914-B,A,New York,Normal,Female,Home & Lifestyle,4301.47,10,2150.74,45165.44,02/26/2025,16:55:31,Credit Card,43014.7,4.76%,7.8
16915-B,B,Austin,Member,Female,Home & Lifestyle,7411.27,2,741.13,15563.67,03/01/2025,16:01:01,Cash,14822.54,4.76%,7.8
16916-A,C,Chicago,Normal,Female,Home & Lifestyle,1430.6,10,715.3,15021.3,07/17/2025,14:55:45,Cash,14306.0,4.76%,8.1
16917-C,B,Austin,Member,Male,Food & Beverages,4026.56,2,402.66,8455.78,07/30/2025,17:40:31,E-wallet,8053.12,4.76%,5.1
16918-C,B,Austin,Normal,Male,Food & Beverages,3063.38,9,1378.52,28948.94,08/05/2025,15:59:03,E-wallet,27570.42,4.76%,4.9
16919-B,C,Chicago,Member,Female,Fashion Accessories,9124.76,10,4562.38,95809.98,07/26/2025,15:34:33,Cash,91247.6,4.76%,8.0
16920-B,C,Chicago,Normal,Female,Food & Beverages,7567.43,9,3405.34,71512.21,11/11/2025,10:34:31,E-wallet,68106.87,4.76%,5.2
16921-A,C,Chicago,Normal,Female,Fashion Accessories,4379.16,3,656.87,13794.35,07/18/2025,19:10:57,E-wallet,13137.48,4.76%,8.5
16922-C,C,Chicago,Member,Female,Home & Lifestyle,3020.0,9,1359.0,28539.0,03/04/2025,16:42:56,Cash,27180.0,4.76%,5.9
16923-B,C,Chicago,Normal,Female,Electronic Accessories,1596.48,2,159.65,3352.61,09/24/2025,14:34:58,Cash,3192.96,4.76%,9.7
16924-A,C,Chicago,Normal,Female,Electronic Accessories,3655.37,6,1096.61,23028.83,01/24/2025,12:43:43,Credit Card,21932.22,4.76%,7.0
16925-C,C,Chicago,Normal,Female,Home & Lifestyle,6550.85,6,1965.26,41270.36,06/20/2025,13:07:18,Credit Card,39305.1,4.76%,5.4
16926-C,B,Austin,Member,Male,Fashion Accessories,4602.18,1,230.11,4832.29,09/03/2025,17:10:40,E-wallet,4602.18,4.76%,8.9
16927-A,C,Chicago,Normal,Male,Home & Lifestyle,3020.39,2,302.04,6342.82,01/23/2025,11:16:03,E-wallet,6040.78,4.76%,9.7
16928-B,A,New York,Member,Female,Food & Beverages,1652.85,9,743.78,15619.43,01/20/2025,18:01:08,E-wallet,14875.65,4.76%,9.6
16929-C,C,Chicago,Member,Female,Fashion Accessories,5437.89,10,2718.94,57097.84,09/06/2025,15:10:55,Credit Card,54378.9,4.76%,9.3
16930-B,B,Austin,Normal,Female,Food & Beverages,6579.91,9,2960.96,62180.15,08/13/2025,9:53:20,Cash,59219.19,4.76%,4.5
16931-A,B,Austin,Normal,Female,Health & Beauty,6289.88,2,628.99,13208.75,01/25/2025,12:50:40,E-wallet,12579.76,4.76%,8.3
16932-A,A,New York,Normal,Male,Sports & Travel,8983.07,6,2694.92,56593.34,06/11/2025,14:31:33,Cash,53898.42,4.76%,7.6
16933-B,C,Chicago,Member,Male,Food & Beverages,3929.41,6,1178.82,24755.28,06/06/2025,16:16:57,Credit Card,23576.46,4.76%,5.8
16934-C,A,New York,Member,Male,Food & Beverages,8984.85,2,898.49,18868.19,04/02/2025,19:28:17,E-wallet,17969.7,4.76%,4.0
16935-B,A,New York,Normal,Male,Electronic Accessories,9295.51,3,1394.33,29280.86,06/03/2025,11:10:59,Cash,27886.53,4.76%,5.7
16936-C,C,Chicago,Normal,Male,Health & Beauty,9091.7,2,909.17,19092.57,04/21/2025,12:36:57,E-wallet,18183.4,4.76%,5.8
16937-A,B,Austin,Member,Female,Home & Lifestyle,6881.79,7,2408.63,50581.16,09/26/2025,13:58:35,Credit Card,48172.53,4.76%,7.7
16938-A,B,Austin,Normal,Male,Sports & Travel,5856.85,4,1171.37,24598.77,04/14/2025,11:26:58,Credit Card,23427.4,4.76%,5.3
16939-A,B,Austin,Normal,Female,Food & Beverages,9163.17,6,2748.95,57727.97,07/07/2025,17:48:35,Credit Card,54979.02,4.76%,5.8
16940-C,C,Chicago,Normal,Male,Health & Beauty,5243.22,8,2097.29,44043.05,02/01/2025,14:35:22,E-wallet,41945.76,4.76%,8.3
16941-C,B,Austin,Member,Male,Electronic Accessories,1472.43,5,368.11,7730.26,07/05/2025,18:36:16,E-wallet,7362.15,4.76%,9.4
16942-A,B,Austin,Member,Male,Health & Beauty,9343.44,2,934.34,19621.22,08/19/2025,20:41:24,E-wallet,18686.88,4.76%,4.5
16943-A,C,Chicago,Normal,Male,Health & Beauty,1431.47,4,286.29,6012.17,11/13/2025,13:28:49,Credit Card,5725.88,4.76%,7.3
16944-B,A,New York,Member,Female,Home & Lifestyle,3595.65,9,1618.04,33978.89,08/25/2025,10:22:15,E-wallet,32360.85,4.76%,9.9
16945-A,C,Chicago,Member,Male,Fashion Accessories,8890.23,4,1778.05,37338.97,07/02/2025,15:18:32,Cash,35560.92,4.76%,9.1
16946-A,B,Austin,Member,Male,Fashion Accessories,4840.92,8,1936.37,40663.73,04/04/2025,13:15:06,Credit Card,38727.36,4.76%,9.8
16947-C,B,Austin,Normal,Male,Sports & Travel,8650.42,2,865.04,18165.88,07/07/2025,16:49:12,E-wallet,17300.84,4.76%,9.8
16948-B,A,New York,Normal,Female,Food & Beverages,8659.68,4,1731.94,36370.66,07/17/2025,9:40:09,Credit Card,34638.72,4.76%,7.3
16949-C,B,Austin,Normal,Male,Health & Beauty,1217.47,10,608.74,12783.44,05/10/2025,14:28:34,Cash,12174.7,4.76%,4.2
16950-B,B,Austin,Member,Female,Home & Lifestyle,8080.49,3,1212.07,25453.54,04/06/2025,17:11:18,Cash,24241.47,4.76%,5.3
16951-B,A,New York,Member,Male,Food & Beverages,6806.24,10,3403.12,71465.52,03/07/2025,17:24:41,Credit Card,68062.4,4.76%,8.8
16952-B,B,Austin,Member,Female,Sports & Travel,5246.72,10,2623.36,55090.56,04/08/2025,12:26:17,Cash,52467.2,4.76%,7.8
16953-B,A,New York,Member,Female,Fashion Accessories,5740.12,5,1435.03,30135.63,05/01/2025,10:04:09,E-wallet,28700.6,4.76%,7.3
16954-C,B,Austin,Member,Male,Home & Lifestyle,1871.63,8,748.65,15721.69,02/21/2025,14:04:26,Cash,14973.04,4.76%,8.0
16955-B,A,New York,Normal,Male,Home & Lifestyle,8771.2,4,1754.24,36839.04,03/21/2025,11:49:53,E-wallet,35084.8,4.76%,7.6
16956-B,B,Austin,Normal,Male,Health & Beauty,2885.5,5,721.38,15148.88,04/07/2025,12:02:33,Credit Card,14427.5,4.76%,9.9
16957-B,B,Austin,Normal,Male,Health & Beauty,6391.2,5,1597.8,33553.8,03/29/2025,17:46:57,Cash,31956.0,4.76%,4.5
16958-C,A,New York,Normal,Female,Home & Lifestyle,1201.27,4,240.25,5045.33,10/06/2025,12:24:41,Credit Card,4805.08,4.76%,4.6
16959-C,C,Chicago,Normal,Male,Electronic Accessories,8547.75,7,2991.71,62825.96,02/14/2025,14:48:07,Credit Card,59834.25,4.76%,8.6
16960-B,C,Chicago,Member,Female,Food & Beverages,4113.54,3,617.03,12957.65,03/20/2025,15:19:02,Credit Card,12340.62,4.76%,4.7
16961-C,B,Austin,Member,Male,Sports & Travel,1770.37,8,708.15,14871.11,06/13/2025,20:35:27,Credit Card,14162.96,4.76%,6.8
16962-B,A,New York,Member,Female,Home & Lifestyle,8015.83,4,1603.17,33666.49,01/31/2025,15:22:03,Cash,32063.32,4.76%,7.0
16963-C,C,Chicago,Normal,Female,Home & Lifestyle,6263.92,1,313.2,6577.12,10/15/2025,15:31:01,Credit Card,6263.92,4.76%,5.6
16964-A,C,Chicago,Member,Female,Food & Beverages,1877.27,9,844.77,17740.2,02/01/2025,17:04:08,Cash,16895.43,4.76%,6.0
16965-A,B,Austin,Normal,Male,Electronic Accessories,1426.58,6,427.97,8987.45,06/23/2025,20:19:33,Cash,8559.48,4.76%,9.1
16966-A,A,New York,Normal,Male,Food & Beverages,9141.66,5,2285.42,47993.72,05/14/2025,17:17:12,E-wallet,45708.3,4.76%,7.6
16967-B,A,New York,Normal,Male,Food & Beverages,6677.4,4,1335.48,28045.08,09/08/2025,17:08:57,Credit Card,26709.6,4.76%,6.8
16968-B,C,Chicago,Normal,Female,Food & Beverages,3923.08,1,196.15,4119.23,06/02/2025,20:56:00,Cash,3923.08,4.76%,4.3
16969-A,B,Austin,Normal,Female,Food & Beverages,2082.45,7,728.86,15306.01,01/14/2025,15:20:39,E-wallet,14577.15,4.76%,6.7
16970-C,A,New York,Member,Female,Sports & Travel,4086.93,10,2043.46,42912.76,04/21/2025,18:14:17,E-wallet,40869.3,4.76%,9.3
16971-B,A,New York,Member,Male,Fashion Accessories,4656.25,3,698.44,14667.19,07/31/2025,10:50:30,Cash,13968.75,4.76%,6.5
16972-C,B,Austin,Normal,Female,Health & Beauty,1449.2,5,362.3,7608.3,01/28/2025,17:16:51,Cash,7246.0,4.76%,9.1
16973-C,B,Austin,Normal,Male,Electronic Accessories,1299.14,1,64.96,1364.1,01/01/2025,12:31:31,Cash,1299.14,4.76%,5.1
16974-A,A,New York,Member,Male,Electronic Accessories,5221.58,5,1305.4,27413.3,08/07/2025,16:49:25,E-wallet,26107.9,4.76%,9.9
16975-B,A,New York,Member,Female,Fashion Accessories,3193.09,6,957.93,20116.47,10/11/2025,18:50:08,Credit Card,19158.54,4.76%,4.3
